REGISTERED TOURISM FACILITIES  DATABASE AS AT SEPTEMBER 2022 ,,,,,,,,,,
CODE,PROVINCE,AREA,NAME OF FACILITY,ADDRESS,EMAIL,TELEPHONE,GRADE,EMPL,CAP,ROOMS
HTS 0187,Harare,Harare,Mandel Training Centre ,"Delta Beverages - Cnr Adylin/Melton Roads, P O Box MR163 Marlborough, Harare ","i.muhotiwa@delta.co.zw,m.chipunza@delta.co.zw",08677020375/08688002172,Standard ,45,60,30
HTS 0189,Harare,Harare,Hualong Safaris of Zimbabwe,"Libo Song & Qin Yupeng -46 Rossal Road Greendale, Harare.",hualongsafaris@gmail.com,0772 748 849,,39,62,31
HTS 0191,Mat North,Victoria Falls ,Palm River  Hotel Victoria Falls,Andrew Scott Brown - Stand 1403 Parkway Drive Victoria Falls ,gm@palmriverhotel.com,083 28 44737/8/9,,140,146,73
HTS 0194,Harare,Harare,The Harare International Airport Hotel Arlington,J Chimhanda & W Makotose - Lot 13 Arlington Estate Cnr J Nkomo & Harare Dr Hatfield Harare,0242 255771,,,,,
HTS 0196,Manicaland,Mutare,Ubuntu Retreat Centre,Africa University  - 1 Fairview Road Mutasa Mutare,ubuthucentre@africau.edu,0772 863 256,Two Star,3,30,15
HTS 0197,Harare,Harare,Ezulwini Villa,David Yosa - 14 Drummond Road Greendale Harare,"jeanmapara@gmail.com,stepsyosah@gmail.com",0780 246 365,,10, ,18
HTS 0198,Harare,Harare,Island Hotel,Amani Pierre -3 Hebert Chitepo Avenue Harare,islandzim@gmail.com,0773 840 549,Standard (2 Star),5,24,12
HTS 0199,Harare,Harare,Crowhill Boulevard Hotel,P Chiyangwa - Stand 418 - 428 Crowhill Road Borrowdale Harare,philip.chiyangwa@gmail.com,"0773 914 010, 0772 924 732",,,,
HTS 0200,Manicaland,Mutare,Enopat Lodge,Enock Mutyamaenza - 14 Jenner Close Hospital Hill Mutare,emutyamaenza@yahoo.com,0773 928 117,,,50,25
HTS 0202,Harare,Harare,N 1 Hotel Rotten Row Harare,Roy Shane Nesbitt - 147 Samora Machel cnr Rotten Row  Avenue Harare,accounts2@nesbitt.co.zw,0776 434 683,,10,64,32
HTS 0203,Mash West,Kadoma ,Golden Investments Pvt Ltd ,Jian Ping - 6 Josiah Tongogara Kadoma ,szl5201314@hotmail.com,0719 988 885,,210,100,50
HTS 0204,Mat North,Victoria Falls ,Nambialand Resort,A Chinhara - 1350 Livingstone Way  Victoria Falls ,achivhuna@glowpetro-leum.co.zw,0773 227 979,,,,
HTS 0205,Mash West,Mvurwi,Sterling Hotel,W Manyika - Cnr Malvern & Chantam Road Mvurwi,admin@sterlinglodges.com,0662 162821,,16,56,28
HTS 0207,Mash West,Kadoma ,Odyssey Leisure Hotel ,T Mharadze - 10 Josiah Tongogara Street Kadoma.,patmharadze@gmail.com,0242 757 311/9,Standard,15,24,12
INNS ,,,,,,,,,,
INN 0009,Mash West,Norton,Pakare Paye Arts Centre,O Mtukudzi-238 Galloway Road Norton,pakarepayearts@gmail.com,"062 3966,0777 409 606",Standard ( 2 Star),9,66,33
INN 0010,Masvingo,Chiredzi,Westwood Africa Inn,Orbert Ngwenya - 971 Westwood Surburbs Chiredzi,reception@westwoodlodge.co.zw,02132843371,Comfort ,12,36,18
INN 0013,Mash East,Mutoko ,Mutoko Inn ,Mazhandu - Mutoko Shopping Centre Mutoko,jtmushandu@gmail.com,0774 673 197,Standard,4,36,18
TRAVEL AGENCIES,,,,,,,,,,
ITO 0008,Harare,Harare,Travel International/ Africa Bound,Vittorio Semilia. 24 Harvey Brown Avenue Milton Park Harare,traceys@abound.co.zw,0712 610 364,,,,
ITO 0028,Harare,Harare,Zilala Travel,"Maureen Evans-Shop 37 Arundel Village, Cnr Quorn Ave/Forest Rd Mt Pleasant Harare",accounts@zilala.co.zw,0242 369745,,4,12,6
ITO 0060,Harare,Harare,Hungwe Travel,Betty S Katiyo - Stewart House East Wing 4 Central Avenue Harare,hungwe@zol.co.zw/ bskatiyo@africaonline.co.zw,0242 775287,,5,,
ITO 0072,Harare,Harare,Didit Enterprises T/A Off 2 Africa,"Beck Edwards- 5 Watlow Close Chisipite  Harare, Zimbabwe",beck@off2africa.co.zw,0772 309 271,,2,,
ITO 0073,Harare,Harare,Tour Africa Travel,3 Hampton Court 34 Bains Avenue P O Box CH 301Chisipite Harare  ,mercy@tourafricatravel.co.zw/infor@tourafricatravel.co.zw,04 746201,,4,,
ITO 0167,Harare,Harare,Africa Dream Travel t/a Village Travel ,C L Gomm  - 103 Gloria's 178 Samora Machel Avenue. Harare ,afridrem@mweb.co.zw,"013 45017/8, 0772 747 993, 0712 375 138",,,,
ITO 0244,Harare,Harare,Vintage Tours (Pvt) Ltd,146 Samora Machel Ave West Belvedere Harare – A Nayer –  www.vintagetours.co.zw,arvind@hwtvintagetravel.co.zw,013 44453,,6,,
ITO 0245,Mash West,Kariba,Mystic Tours and Safaris,Kariba Breezes Hotel – P O Box 330 Kariba –N Ncube ,justinmabhena@yahoo.co.uk,061 2321,,5,,
ITO 0265,Harare,Harare,Premier Travel And Tours,"24 Cleverand Ave, Milton Park Hre. P O Box 766 Belvedere Hre",info@premier.co.zw,0786 311 068,,,,
ITO 0268,Harare,Harare,Travel House,81 King George Rd Avondale Hre,info@travelhouse.co.zw,04 339211,,,,
ITO 0269,Harare,Harare,Carefree Travel (Pvt) Ltd,MAA Yousuf - 68 Enterprise Road Newlands Harare,carefree@mweb.co.zw,0242 706273,,4,,
ITO 0270,Harare,Harare,Travel 2000 (Pvt) Ltd,"J Olsen - 14 Kennilworth Road, Newlands, Harare",jill@trvl2000.co.zw,0772  273 901,,6,,
ITO 0275,Harare,Harare,Finbiz Services P/L t/a Star Travel,6 Renfew Road Eastlea – P O Box 4799 Harare – M Zavahir/ Vimbai.,vim@startravel.co.zw/zimtravelxpress@yahoo.com,0777 057 426,,6,,
ITO 0277,Harare,Harare,Wings Travel Bureau,44 Van Praagh Milton Park Harare. L Petker/ Laura Evans,info@wings.co.zw/accounts@wings.co.zw,07121602245/734974/5,,5,,
ITO 0287,Bulawayo,Bulawayo,Eco Logical Safaris and Travel,127 Leopold Takawira Avenue Bulawayo – C Briston.,management@netconnect.co.zw/ ecoadmin@netconnect.co.zw,"0772 963 446,0772 703 422",,,,
ITO 0303,Harare,Harare,Genesis Travel And Tours,"6th Floor Travel Centre 93 Jason Moyo Avenue, P O Box 3467  Harare – C Chikomo – ",cchikomo@genesistravel.co.zw,0775 130 268,,9,,
ITO 0305,Bulawayo,Bulawayo,Galaxy Travel Bureau (Pvt) Ltd,"Shop 10 Africa House, Fife Street / 10th Avenue – P O Box 1082 Bulawayo – R Mlaca –  ",galaxy@mweb.co.zw,"0242 498040,0772 411 242,0733 411 971",,,,
ITO 0319,Harare,Harare,Harvey World Travel,Rezana Ebrahim/ Eva Mutizwa. 14 Samora Machel Avenue Harare.P.O Box 3573 Harare. ,harveyaccts74@gmail.com,0242799451/ 0775440922/0781793348,,2,,
ITO 0320,Mat North,Victoria Falls,Victoria falls safari lodge: Tours desk.,"J.D Glynn. Stand 471 Squire Cumming Road- P.O Box 29,Victoria Falls",tours@saflodge.co.zw,0832843201/11,,2,,
ITO 0334,Mat North,Victoria Falls,Backpackers Bazaar-Victoria Falls,"M. Varley, Shop 5 Old Victoria Falls Centre, V/Falls, ",charles@backpackers.co.zw,0832842208,,3,,
ITO 0340,Harare,Harare,Travel Directions ,Sattar Kassim - Ground Floor Old Mutual House Cnr 2nd Street and Speke Avenue Harare,td@ecoweb.co.zw,0772 115 855,,3,,
ITO 0347,Harare,Harare,Experience Africa Safaris,D Ewing -  308 Herbert Chitepo Avenue Harare,debbie@xafricasafaris.com,04 795381,,,,
ITO 0350,Harare,Harare,Savanna Travel and Tours  ,R G Tombindo- 3rd Floor  West Wing Pearl House 61 Samoa Machel Avenue Harare,ruby@savannahtravel.co.zw/savanna_travel@africaonline.co.zw,"0242 762568/70, ",,3,,
ITO 0390,Mat North,Victoria Falls,Poweride safaris,"No 4 Bata Building , Parkway, Victoria Falls P.O Box CT208 Victoria Falls",powerside @yahoo.com,"0718220526,0242 748142,779361",,4,,
ITO 0432,Masvingo,Masvingo,Errant Travel and Tours,"L Somerai - 26763 Robert Mugabe Way, P.O Box 1546 , Masvingo",erranttravel2@gmail.com ,039 2674071/ 0772 836 708,,,,
ITO 0436,Harare,Harare,Elgrass Travel and Tours ,"2 Chiremba Road Hillside, Harare",elgrasstravel@zol.co.zw,0242 703354 / 704576,,2,,
ITO 0453,Harare,Harare,Kneb Happy Travellers,102 Nora Court 3rd & Selous Harare,khttravel@yahoo.com,"0776 362177, 730632",,,,
ITO 0469,Mat North,Victoria Falls,Thomas & Cooke Safaris Company - Safari Ring Services,"Belinda & Richard Cooke-653 Reynard Rood, Victoria Falls",rcookesafari@,0772 212 594,,,,
ITO 0474,Harare,Harare,Parrot Travel & Tours,Rejoice Yananai Mabota - 57 Nelson Mandela  Avenue 2nd Floor Old Shell House,info@parrottravel.co.zw,0777 990 226,,,,
ITO 0493,Bulawayo,Bulawayo ,Vertex International ,Rooney N Huni. 46 Geoge Silundika / 3rd avenue Bulawayo. ,admin@vertexinternational.org ,"09 70301,0772 127 112,0773 534 417",No Star Rating,,,
ITO 0503,Harare,Harare,Off The Track Expeditions,J& S Fingald-11 Knowetop Close Greendale Harare,info@offthetrackexpeditions.com,0773 205 674,,3,,
ITO 0508,Bulawayo,Bulawayo,Krishna Travel & Tours,"Dipti Madhoo/Dipika Patel-55 Robert Mugabe Way, Bulawayo",dipti.krishna@mweb.co.zw,0773 158 513,,,,
ITO 0527,Harare,Harare,Dynaly Travel And Tours,Daniel Madamombe - 123 Samora Machel Avenue Harare.,dynalytravel@gmail.com,"0772 290 705,0775 011 573",,3,,
ITO 0530,Harare,Harare,Pearlsard Travel,"Nesbitt Kaoki-191 Baines Avenue, Harare",nesbittk@pearlsard.com,0242 708452/63,,,,
ITO 0542,Harare,Harare,Travel 24 Tours,"P. Dunira 203 Coronation Avenue, Greenadle, Harare",travel24@gmail.com,0775 042 051,,1,,
ITO 0544,Harare,Harare,Geogetto Tours ,G Tsambora - 56 Broadlands Road Emerald Hill Harare.,geogtours@gmail.com,0779 774 705,,3,,
ITO 0549,Harare,Harare,Skylark Travel And Tours ,Clifford Roy Ackhurst - Office 21 Shamwari Complex S Njoma /Maarsdorp Avenue Beigravia Harare.,info@skylarktravel.net,0772 570 449,,2,,
ITO 0555,Mash West,Kariba,Wild Dog Tours,"N. Blyth 590 Baobab Ridge, Kariba",nixblyth@gmail.com,0779 772 287,,2,,
ITO 0563,Harare,Harare,Victory Travel,N & T Gadaga - 279 Samorah Machel Avenue Harare.,victorytravelzim@yahoo.com,0778 007 946,,4,,
ITO 0565,Harare,Harare,Troth Travel and Tours ,F & T Musariri - Room 606 6th Floor Century House West Wing Cnr J Nyerere/N Mandela  Harare.,trothtravel@yahoo.co.uk,0773 273 246,,8,,
ITO 0566,Harare,Harare,Unlimited Connections Travel And Tours ,C Chiparaushe - 15 Cromarty Road Belvedere Harare.,unlimitdconnections@gmail.com,"04 778570,0772853 085",,2,,
ITO 0573,Harare,Harare,Sengwa Safaris ,"Maureen & Fraser Edkins - 54 Lawson Avenue, Milton Park Harare",maureen@karibahouseboats.com,"04 703533,086 771 041 15,0772 296 150",,2,,
ITO 0576,Harare,Harare,Perennial Travel Experts (Pvt) Ltd,I Matungamire -75 Hillside road Harare,ignatius@perrenialtravel.co.zw,"0772 410 439,0779 101 298",,,,
ITO 0580,Harare,Harare,Travel Router ,L Tafirenyika - 55 GT Bain Building King George Road Off 17 Avondale Harare,lesley@travelrouter.co.zw,0773 303 698,Standard,2,,
ITO 0581,Harare,Harare,Golden Key Holidays ,T Nyaumwe -No  53 Mull Road Belvedere Harare,kathy@gkholidays.com,013 40495-6,,2,,
ITO 0582,Bulawayo,Bulawayo,Lucky Bean Travel ,C V Uys - 130 Samuel Parirenyatwa Btwn 13 &14 Avenue Bulawayo,caroline@luckbeantravel.com,0772 327 072,Standard,1,,
ITO 0583,Harare,Harare,Zimboland (Pvt) Ltd,B Whitaker - 2 Chisholme Road Ballantyne Park Harare.,belinda@zol.co.zw,0779 297 668,,,,
ITO 0586,Harare,Harare,Broadway Travel,S Ramajan - 101 Tredgold Drive Lincoln Green Harare.,info@broadwaytravel.co.zw,09 74475, ,3,,
ITO 0587,Mat North,Victoria falls ,Lyfe Travel,Hope S. T. Chimba - 618 Nguhuma Cresent Victoria Falls.,lyfetravel@gmail.com,0732 846 873,,1,,
ITO 0598,Harare,Harare,Blue Berry Travel ltd ,M Chouhan & Jitesh Aswani - 179 King George Avenue Avondale Harare.,kvatvani@blueberry-travel.com,0772690405/0242253409,Standard,6,,
ITO 0601,Harare,Harare,Safari I Can See,Sean Hind & Sara Short - 9 Ruunymede Walk Mt Pleasant Harare.,"
sean@safarisicansee.co.zw
",0772 301 095,,2,,
ITO 0607,Harare,Harare,Soon Travel Agency,Dorcas Jaricha & Gracious Mutsahuni Chikore - 53A Central Avenue Harare.,soontravelagency@gmail.com,"0772 401 998,08644070869,0712 204 606",,3,,
ITO 0612,Harare,Harare,Satguru Travel & Tours,A Sharma - Shop 29 Eastgate Mall Robert Mugabe Road Harare,bm.hre@satgurutravel.com,0785 653 922,Standard,8,,
ITO 0617,Harare,Harare,Joyous Travel,Edwin Manangazira &Livingstone Kafesu - Office 17 Batanai Gardens 4th Floor Crn J Moyo & 1st Street Harare.,emanangazira333@gmail.com,0777 667 214,Standard,2,,
ITO 0619,Harare,Harare,Travellers Dream,"Zorodzai Chapwanya,Vanessa N E Mpofu & Tendai Murewi - 5 Woodlane Borrowdale Harare.",Foursouls@gmail.com,04 799792/3,,3,,
ITO 0621,Harare,Harare,Host Travel and Tours ,Fungisai Nheyera &Yeukai Chiremba - 23 Selous Avenue Harare.,fungisai.2010@yahoo.com,0778 555 123,,5,,
ITO 0629,Mat North,Victoria Falls ,Safari 5 Africa ,Nigel Lars Theisen - 364 Gibson Road Victoria Falls. ,"nigeltheisen@gmail.com,mesa@mweb.co.zw",0778 025 189,,,,
ITO 0630,Harare,Harare,Optimum African Expirience,Chad Tafadzwa Chahwanda - 117 The Chase Mt Pleasant Harare.,info@optimumafricanexpirience.com,0772 356 994,,,,
ITO 0631,Harare,Harare,Travel Express Ticketing & Tours,Krishan Patel - 9 Phillips Avenue Belgravia Harare,krishan@travelexpress.co.zw,0777 721 094,Standard,2,,
ITO 0632 ,Harare,Harare,Clary Sage Travel,E Kurima & A Chirenje - 11 Phillips Avenue Belgravia Harare.,bookings@clarysagetravel.com,0773 542 670,Standard,6,,
ITO 0633,Harare,Harare,Well Arrangement Travel Services Pvt Ltd ,Liu Xiuxiang & Smolly Tigere - 92C East Road Belgravia Harare,wellarrangement@gmail.com,"0773 799 130,0242 339511/13",,4,,
ITO 0634,Harare,Harare,Travel Leaders,"C Chekeche & B Musarurwa - Ground Floor,North Wing Stewart House 4 Central Avenue Harare.",info@travelleaders.co.zw,0772 283 336,Standard,3,,
ITO 0637,Mat North,Victoria Falls ,Cultural Vibes Travel and Tours,T Mutematsaka - Shop No 12 Elephant Walk Complex Victoria Falls.,info@cultural-vibes.com,0832841127,,1,,
ITO 0639,Harare,Harare,Piaxao Travel & Tours ,J Shau - 11383 Kuwadzana Extension Harare.,piaxaoevents@gmail.com,,,2,,
ITO 0640,Harare,Harare,Explore Zimbabwe,"Kirsten Nellmann - 10 Barnes Avenue, The Grange, Harare",kirsten@explorezimbabwe.co.zw,0242 735961-5,,,,
ITO 0642,Harare,Harare,Elite Travel & Tours,P & C Chirova- Shop 53 & 54 Longcheng Plaza Belvedere Harare,enquiries@elitetravel.co.zw,0772 357 782,,2,,
ITO 0644,Harare,Harare,Travel Genius Pvt Ltd,Knowledge M Chawukura - 8th Floor Causeway Building Harare,travelgenius2020@gmail.com,0772 412 993,,2,,
ITO 0649,Harare,Harare,Travel Portfolio ,Hayley Idensohn - Shop Q 1 B 50 Quorn Avenue Mount Pleasant Arundel Village Harare,info@travelportfolio.co.zw,"0772 376 515,0772 487 314",,1,,
ITO 0651,Harare,Harare,My Guide Zimbabwe,"Julie & Anthony Retzlaff - 57 Hindhead Avenue Chisipite,Harare",jules@myguidezimbabwe.com,0772 317 288,Standard,1,,
ITO 0652,Harare,Harare,Civil Service Travel Bureau,I Mukochomori - Shop 7 Intercop Building Cnr3rd /Central Ave Harare,info@civilservicetravel.co.zw,0773 645 875,Standard,5,,
ITO 0659,Harare,Harare,Indigo Travel and Tours,J H Shah and T M Rupende - 108 West Road Avondale Harare,tmtarven@gmail.com,0718 651 981,,3,,
ITO 0667,Bulawayo,Bulawayo,Chez Travel ,Wadzanayi Kawadza & Charmaine Botsy - Unit 2A Qallisa Village Surburbs  Bulawayo,cheztravelandtours@gmail.com,0772 613 122,,6,,
ITO 0669,Harare,Harare,Clever Vacations ,Preachmore Maputseni - 2B Sulgrave Road Marlborough Harare,business@clevervacation.rentals,0772 285 137,,2,,
ITO 0672,Harare,Harare,Arimah Travel And Tours ,J Chapoto - 164 Denbigh Avenue Harare,accounts@arimahtravel.co.zw,08677175811,,,,
ITO 0673,Manicaland,Mutare,Smart Adventure Safari,"Pretty Glenda Tafura - Room 312 3rd Floor, CAIPF Building Muta",info@smartadventuresafari.com,0719 282 516,,,,
ITO 0683,Harare,Harare,Trazeem Travel & Tours ,E. Matambo - 1 Beit Avenue Milton Park Harare,info@trazeem.co.zw,0242 250381,,2,,
ITO 0684,Mash West,Kariba,Heartveld Adventures,Bryony Scrooby - No 7 Jacaranda Close Kariba ,bryony@heartveldadventures.com,04 776 413,,,,
ITO 0686,Bulawayo,Bulawayo,Zontanos Travel & Safari,"Joshua Muvengeranwa- 27 Roger Road Sunninghill, Bulawayo",info@zontanos.net,0718 602 903,,1,,
ITO 0688,Harare,Harare,Africa's Connect,"Rumbidzai Mudzengerere- 1 Blantford Court, Cnr Fife Ave / L. Takawira Harare",rumbidzai@africasconnect.com,0719 538 406,,2,,
ITO 0692,Harare,Harare,Purple Planet Travel,D. J. Macdonald- Suite 1 Maccorrs Building - Hindhead Avenue Chisipite Harare,tricia@purpleplanet.travel,0778 219 208,,2,,
ITO 0707,Mat North,Victoria Falls,African Eye,Shaun Mcminn- 347 Wood Road Victoria Falls,travel@african-eye.net,0712 899 033,,1,,
ITO 0713,Harare,Harare,Mhukahuru Travel,Byron M Fundira - 3B7 Palland Valley Umwinsindale Harare,byronfundira04@gmail.com,0777 733 530,,1,,
ITO 0721,Mat North,Victoria Falls ,ASM Travel,M D Mumpande - 2851 Chinotimba Victoria Falls ,arthur@asmtravel.co.zw,0775 424 558,,1,,
ITO 0723,Harare,Harare,Northern Tours & Cruises,Alois Chimbangu - No 17432 Chiremba Road Hillside Harare,info@northerntours.co.zw,0773 963 059,,,,
ITO 0724,Harare,Harare,Travel Store Pvt Ltd ,R Mude 202 Seke Road Nedlaw Complex Graniteside Harare,booking@travelstore.co.zw,"0771 185 494 , 0783 186 985",,3,,
ITO 0727,Harare,Harare,Best Ecotravels,Timoth Maunze - 23 Watermeyer Road Belvedere Harare,emmah@bestecotravels.com,0772 237054 / 0777832023,,4,,
ITO 0730,Mat North,Victoria Falls ,Bridge Africa,A Sithole - 309 Parkway Drive Victoria Falls ,gregory@bridgeafrica.co.zw,0782 787 787,,2,,
ITO 0740,Harare,Harare,Your African Expirience,Delphine Van de Steene - 29 Walmer Drive Newlands Harare,delphine.vds@gmail.com,"0772 344 317,0773 214 878",,2,,
ITO 0744,Harare,Harare,Makchester Tours & Travel,Chester Makwanya - Office 427 Batanai Gardens Harare,chester@makchester.com,"09 242463,0778 994 118",,1,,
ITO 0745,Harare,Harare,Dawn Travel & Tours ,Judith Dambudzo Kuster - 1171 Bannockburn Road Mount Pleasant Heights Harare,marketing@dawntravel.co.zw,0772 392 730,,4,,
ITO 0746,Harare,Harare,Infinite Destinations travel,Taurayi Murimbika - 1 Kinsmead Road Borrowdale Harare ,sales@infinitetravel.co.zw,"0242 886545,0772 754 602",,2,,
ITO 0748,Harare,Harare,Savanna Heritage & Tourism Consultancy,B Mutyandaedza - 717 Throgmorton House Cnr Samora Machel / Julias Nyerere Way Harare,brightmutya@gmail.com,"0773 423 627,0242 787757",,3,,
ITO 0759,Harare,Harare,Wisdom Travel & Tours Consultants ,Rangarirai Mafunda - Suite 205 2nd Floor Office Block 1 Longcheng Belvedere Harare,mafundar@gmail.com,020 64643,,2,,
ITO 0765,Mat North,Victoria Falls ,Mavigo Tours & Transfers,gordon Mukanganwa - 5075 Chinotimba Township Victoria Falls ,gwmukanganwa@yahoo.com,0772 434 3330,,,,
ITO 0775,Harare,Harare,Bespoke Bush Safaris,Michelle & Nicholas Amira - 11 Parham Road Ballantyne Park Harare,tifiny@bespokebushsafaris.co.zw,086-22473,,1,,
ITO 0777,Harare,Harare,Exectus Travel (Pvt) Ltd ,Beular T Chinamora - 336 Herbert Chitepo Avenue Harare,beaula@exectustravel.co.zw,054 224144/6,,1,,
ITO 0780,Harare,Harare,Rouxgold Travel & Tours ,Innocent Mugwisi - 11 Jenkinson Chisipite Harare,admin@rouxgold.com,04 700289,,4,,
ITO 0784,Harare,Harare,Miskyra Travel Agency,"Mary-Edith Takunda Mheuka - NO. 5213 Area 3, Dangamvura, Mutare",operations@miskyratravel.co.zw,0242883462/006,,3,,
ITO 0786,Mat North,Victoria Falls,Wild & Free Safaris,"Sibanda Vusumuzi - 7061 Mkhosana Extension, Victoria Falls",vusasibanda2002@yahoo.com,0772 871 956,,4,,
ITO 0788,Harare,Harare,Four Seasons Travel and Tours,Dzingirayi Mawondera - NO 9 Dan Jason Road Milton Park Harare,jackmashinge@gmail.com,0242 711161/4,,2,,
ITO 0792,Mat North,Victoria Falls ,Africa Beast Safaris ,Simon Munengwa - 66 Courtney Cresent Victori Falls ,reservations@africabeastsafaris.org.zw,"0718 805 491,0775 161 064",,,,
